                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.55346,                0.84695,                0.51385,                0.90378,                0.90301,                 0.8001,                0.87534,                 0.7256,                0.87957,                0.81367,                0.87218,                0.69847,                 0.7195,                 1.2264,                0.72744,                0.99492,              0.0007297,              0.0007297,              0.0007297
                    106,                0.54415,                0.80525,                0.50851,                0.90525,                 0.8662,                0.82422,                0.86071,                0.70993,                0.86374,                0.82163,                0.85837,                0.68155,                0.72545,                 1.2262,                0.75814,                0.98748,             0.00072604,             0.00072604,             0.00072604
                    107,                0.53988,                0.80392,                0.50885,                 0.8966,                0.86312,                0.82635,                 0.8687,                0.71571,                0.88032,                0.81957,                0.86567,                0.68311,                0.71937,                    1.2,                0.74922,                  0.984,             0.00072237,             0.00072237,             0.00072237
                    108,                0.55243,                0.79438,                0.50885,                 0.8985,                0.87861,                0.82224,                0.87725,                0.73111,                0.87445,                0.81952,                0.87099,                0.69641,                0.69524,                 1.2259,                0.72003,                0.95996,             0.00071871,             0.00071871,             0.00071871
                    109,                0.54178,                 0.7871,                0.49661,                0.89997,                0.88822,                0.82559,                0.87449,                0.72778,                0.88851,                 0.8256,                0.87228,                0.68647,                0.69141,                 1.2442,                0.71721,                0.96038,             0.00071504,             0.00071504,             0.00071504
                    110,                0.55637,                0.79894,                0.50169,                0.90356,                0.83016,                0.86764,                0.88017,                0.73218,                0.87036,                0.82905,                0.87263,                0.69164,                0.70739,                 1.3012,                0.70364,                0.96392,             0.00071137,             0.00071137,             0.00071137
                    111,                0.55431,                0.83366,                0.50821,                0.90015,                0.88598,                 0.8047,                0.87371,                0.71936,                0.88198,                0.80281,                0.86349,                0.68571,                0.69454,                 1.2787,                0.71303,                0.96027,             0.00070771,             0.00070771,             0.00070771
                    112,                0.55217,                0.83631,                0.51208,                0.90376,                0.89957,                0.79113,                0.86374,                0.70223,                 0.8981,                0.78702,                0.85459,                0.67674,                0.72474,                 1.2582,                 0.7557,                 1.0057,             0.00070404,             0.00070404,             0.00070404
                    113,                0.54515,                 0.8244,                 0.4966,                0.89704,                0.88851,                0.81792,                  0.874,                0.72011,                0.89311,                0.82025,                0.87129,                0.68232,                 0.6982,                 1.3357,                0.72528,                0.96257,             0.00070037,             0.00070037,             0.00070037
                    114,                0.55155,                0.81625,                0.50801,                0.90143,                0.88336,                0.82435,                0.87749,                0.72463,                0.88311,                0.82354,                0.86952,                0.68949,                0.66874,                 1.2032,                0.71171,                0.95761,             0.00069671,             0.00069671,             0.00069671
                    115,                0.55051,                0.84017,                0.50611,                0.90066,                0.86046,                0.81514,                0.86306,                0.70631,                0.88064,                0.79845,                0.85567,                0.66939,                0.70602,                 1.3367,                0.78052,                0.98214,             0.00069304,             0.00069304,             0.00069304
                    116,                0.54787,                0.82017,                0.51388,                  0.903,                0.86274,                0.82251,                0.87597,                 0.7245,                0.87237,                0.80568,                0.86695,                0.68843,                0.68649,                 1.2485,                 0.7307,                0.96848,             0.00068938,             0.00068938,             0.00068938
                    117,                 0.5385,                0.81808,                  0.506,                0.90577,                0.88281,                0.80639,                0.87903,                0.73386,                0.88982,                0.80027,                0.87393,                0.68483,                0.67867,                 1.2491,                0.69921,                0.95809,             0.00068571,             0.00068571,             0.00068571
                    118,                 0.5389,                0.81047,                0.49428,                0.89812,                 0.8538,                0.84646,                0.88792,                 0.7397,                0.87137,                0.83447,                0.88351,                0.70374,                0.67669,                 1.2134,                0.67834,                0.95975,             0.00068204,             0.00068204,             0.00068204
                    119,                0.53406,                0.79035,                0.49649,                0.90282,                0.88071,                 0.8349,                0.88139,                 0.7375,                0.87983,                0.83571,                0.87837,                0.70479,                0.69298,                 1.2035,                0.70706,                0.97435,             0.00067838,             0.00067838,             0.00067838
                    120,                0.52998,                0.79889,                0.49422,                0.89859,                0.86481,                0.81671,                  0.876,                0.73048,                0.87684,                0.81245,                 0.8737,                0.69722,                0.70584,                 1.2375,                0.72757,                 0.9794,             0.00067471,             0.00067471,             0.00067471
                    121,                0.54809,                0.80082,                0.50429,                0.90304,                0.85083,                0.81632,                0.85861,                0.71629,                  0.856,                0.81927,                0.85927,                0.67737,                0.70125,                 1.3157,                0.74494,                0.97788,             0.00067104,             0.00067104,             0.00067104
                    122,                0.52642,                0.77404,                0.48778,                0.89393,                0.89105,                0.79314,                0.87199,                0.72882,                0.89424,                0.79357,                0.87216,                0.69159,                0.69736,                 1.2526,                0.73649,                0.97512,             0.00066738,             0.00066738,             0.00066738
                    123,                0.55519,                0.81532,                0.49638,                0.90613,                  0.892,                0.83196,                0.88307,                0.73878,                0.88835,                0.82915,                0.87738,                 0.7047,                0.68397,                  1.264,                0.70334,                0.97074,             0.00066371,             0.00066371,             0.00066371
                    124,                0.53257,                0.80597,                0.49187,                0.90034,                0.89618,                0.83078,                0.88087,                0.73092,                 0.8962,                0.82875,                0.87875,                0.69716,                0.69387,                  1.257,                0.70907,                0.96926,             0.00066005,             0.00066005,             0.00066005
                    125,                0.54135,                0.81651,                0.49193,                0.90245,                0.88193,                0.84655,                0.88444,                0.73054,                  0.882,                0.84486,                0.88577,                0.69984,                0.70821,                 1.2366,                0.69592,                 0.9866,             0.00065638,             0.00065638,             0.00065638
                    126,                0.52764,                0.76037,                0.48852,                0.89504,                 0.8737,                0.84641,                0.88559,                0.73457,                0.87121,                0.85167,                0.88891,                0.70787,                0.69361,                 1.1692,                0.66369,                0.99347,             0.00065271,             0.00065271,             0.00065271
                    127,                0.54023,                0.78589,                0.48717,                 0.9005,                0.87927,                0.83588,                0.89174,                0.74212,                0.87587,                0.83639,                0.88926,                0.70778,                0.68824,                 1.1646,                0.66215,                0.98799,             0.00064905,             0.00064905,             0.00064905
                    128,                0.52898,                0.78853,                0.49244,                0.90217,                0.86523,                0.83897,                0.87703,                0.73423,                0.86839,                0.84136,                0.87712,                0.69966,                0.68726,                 1.2014,                0.68645,                0.99683,             0.00064538,             0.00064538,             0.00064538
                    129,                0.53118,                0.79083,                0.48091,                0.89424,                0.87866,                0.82065,                0.87748,                0.73387,                0.87881,                 0.8213,                0.87615,                0.69863,                0.67881,                 1.2334,                0.72201,                0.98013,             0.00064171,             0.00064171,             0.00064171
                    130,                0.53017,                0.79819,                0.48324,                0.88928,                0.85991,                0.83156,                0.87673,                0.72909,                0.88383,                0.80762,                0.87202,                0.69327,                0.68678,                 1.2209,                0.72569,                0.96655,             0.00063805,             0.00063805,             0.00063805
                    131,                0.53218,                0.80262,                0.47868,                0.89688,                  0.873,                0.83738,                 0.8873,                0.74146,                0.86952,                0.82988,                0.88234,                0.70316,                0.68677,                 1.1939,                0.70931,                0.95997,             0.00063438,             0.00063438,             0.00063438
                    132,                0.52128,                0.77727,                0.47699,                  0.895,                0.89718,                 0.8149,                0.88742,                0.74553,                0.89845,                0.81673,                0.88375,                0.70771,                0.66789,                 1.2249,                0.70145,                0.95779,             0.00063071,             0.00063071,             0.00063071
                    133,                0.53088,                0.80234,                0.48097,                0.89385,                0.87666,                0.84448,                0.88768,                0.74616,                0.88337,                0.84869,                0.89056,                0.71217,                0.67307,                 1.1903,                0.69191,                0.96334,             0.00062705,             0.00062705,             0.00062705
                    134,                0.51406,                0.75325,                0.46487,                0.88828,                0.86077,                0.84878,                0.89222,                0.75303,                0.86329,                0.84968,                0.88998,                0.71827,                0.65426,                 1.2206,                0.67756,                0.95179,             0.00062338,             0.00062338,             0.00062338
                    135,                0.53056,                0.75995,                0.47234,                0.88843,                0.89404,                0.82573,                0.88155,                0.74154,                0.89546,                 0.8298,                0.88409,                0.70781,                0.67349,                 1.2901,                0.69987,                0.96847,             0.00061972,             0.00061972,             0.00061972
                    136,                0.52142,                0.77089,                0.46792,                0.89207,                0.88443,                0.84692,                0.88831,                0.74455,                0.88674,                0.84822,                 0.8886,                0.71593,                 0.6759,                 1.2444,                0.68196,                0.96942,             0.00061605,             0.00061605,             0.00061605
                    137,                0.52461,                0.80075,                0.46121,                0.89214,                0.87134,                0.85735,                0.89464,                0.75241,                0.87206,                0.85862,                0.89534,                0.72506,                0.67275,                 1.1888,                0.67045,                0.97183,             0.00061238,             0.00061238,             0.00061238
                    138,                0.53349,                0.76371,                0.47217,                0.90298,                0.87391,                0.83803,                0.88517,                0.74591,                0.87558,                0.83885,                0.88812,                0.70858,                0.66218,                 1.1984,                0.67893,                0.97838,             0.00060872,             0.00060872,             0.00060872
                    139,                0.52972,                0.78015,                0.47867,                0.89197,                 0.8692,                0.83029,                0.87766,                0.73834,                0.87633,                0.83242,                0.88158,                0.70488,                 0.6654,                 1.1634,                0.67495,                0.96487,             0.00060505,             0.00060505,             0.00060505
                    140,                0.53684,                0.78952,                0.47497,                0.89639,                0.85682,                0.85277,                 0.8742,                0.73091,                0.86593,                0.84193,                0.87201,                0.69423,                0.67382,                 1.1474,                0.69902,                 0.9679,             0.00060138,             0.00060138,             0.00060138
                    141,                0.50567,                0.75771,                0.45607,                0.88786,                0.85473,                0.83794,                0.86847,                0.73629,                0.86782,                0.83006,                0.86818,                0.69444,                 0.6754,                 1.1615,                0.71655,                0.96582,             0.00059772,             0.00059772,             0.00059772
                    142,                0.51233,                0.78011,                0.45208,                0.88334,                0.87209,                0.84303,                0.87803,                0.73612,                0.87085,                0.84025,                0.87185,                0.69776,                0.68204,                 1.2458,                0.68542,                0.97226,             0.00059405,             0.00059405,             0.00059405
                    143,                0.51602,                0.76519,                0.45379,                0.89464,                0.88408,                0.85654,                0.89445,                0.74594,                0.89446,                0.84602,                0.89017,                0.71216,                 0.6839,                  1.223,                0.66909,                0.97042,             0.00059039,             0.00059039,             0.00059039
                    144,                0.52712,                0.79365,                0.46407,                0.88911,                0.90376,                0.84114,                0.89811,                0.74824,                0.91654,                0.83393,                0.89586,                0.71206,                0.67103,                 1.2704,                 0.6599,                0.96825,             0.00058672,             0.00058672,             0.00058672
                    145,                0.51692,                0.76282,                 0.4771,                 0.8859,                0.89323,                0.83479,                0.88833,                0.74488,                0.89664,                0.83732,                  0.889,                0.70383,                 0.6624,                 1.2104,                 0.6469,                0.96064,             0.00058305,             0.00058305,             0.00058305
                    146,                 0.5118,                0.77628,                0.46306,                0.88443,                0.89112,                0.84672,                0.89164,                0.75516,                0.88716,                0.84103,                0.88648,                0.71572,                0.65805,                 1.2439,                0.63983,                 0.9528,             0.00057939,             0.00057939,             0.00057939
                    147,                0.51236,                0.76587,                0.46284,                0.88788,                0.87705,                0.84773,                0.88827,                0.74969,                 0.8833,                 0.8418,                0.88689,                0.70776,                0.65613,                 1.3003,                0.65206,                0.96727,             0.00057572,             0.00057572,             0.00057572
                    148,                0.52447,                0.76697,                0.45949,                0.89053,                0.89402,                0.84197,                0.89837,                0.75733,                0.89367,                0.84208,                0.89713,                0.72305,                0.66374,                 1.1774,                0.65813,                0.95833,             0.00057205,             0.00057205,             0.00057205
                    149,                0.50808,                 0.7511,                0.44966,                0.89033,                0.88752,                0.84831,                0.89498,                0.75251,                0.89011,                0.84848,                 0.8904,                 0.7151,                0.65837,                 1.1808,                0.66992,                0.96366,             0.00056839,             0.00056839,             0.00056839
                    150,                0.51051,                0.74517,                0.45177,                0.89535,                0.89274,                0.83107,                0.89248,                0.74907,                0.89538,                0.83337,                0.88846,                0.71816,                0.66821,                    1.2,                0.68315,                0.96508,             0.00056472,             0.00056472,             0.00056472
                    151,                0.49791,                0.73229,                0.45485,                0.88607,                0.90711,                0.83111,                0.88886,                0.75969,                 0.8995,                0.84105,                0.88906,                0.72086,                 0.6452,                 1.1675,                0.66211,                0.95853,             0.00056105,             0.00056105,             0.00056105
                    152,                0.50356,                0.76229,                0.45543,                0.89081,                 0.8838,                0.82764,                0.88539,                0.75457,                0.88234,                0.82621,                0.87995,                0.70739,                0.65836,                 1.1706,                0.67702,                 0.9644,             0.00055739,             0.00055739,             0.00055739
                    153,                0.49742,                0.79095,                0.44669,                0.88419,                 0.8668,                0.83564,                0.88418,                0.74935,                0.87708,                0.83943,                 0.8875,                0.71175,                0.66248,                  1.183,                0.67698,                0.97199,             0.00055372,             0.00055372,             0.00055372
                    154,                0.50143,                0.75242,                0.44913,                0.88299,                0.85768,                 0.8478,                0.88832,                0.75305,                0.86193,                0.84982,                0.88753,                0.71395,                 0.6548,                 1.1616,                0.65771,                 0.9636,             0.00055006,             0.00055006,             0.00055006
                    155,                0.50629,                0.76133,                0.44936,                0.88567,                0.87978,                0.84135,                0.89318,                0.76015,                0.88116,                0.84222,                0.88958,                0.71613,                0.65381,                 1.1288,                 0.6488,                 0.9544,             0.00054639,             0.00054639,             0.00054639
                    156,                 0.4995,                0.73998,                0.44888,                0.88541,                0.86695,                0.85386,                0.89871,                0.76504,                0.86438,                0.85701,                0.89909,                0.73519,                0.64897,                 1.1268,                0.64573,                0.94527,             0.00054272,             0.00054272,             0.00054272
                    157,                0.49145,                0.74837,                0.43496,                0.88651,                0.88165,                0.84302,                0.88978,                0.76019,                0.88272,                0.84404,                0.89056,                 0.7291,                0.65447,                 1.1281,                0.69019,                0.95341,             0.00053906,             0.00053906,             0.00053906
                    158,                0.50576,                0.74507,                0.45511,                0.88732,                0.88464,                0.84125,                0.88199,                0.75384,                0.89418,                0.83521,                0.88454,                0.72207,                0.66304,                 1.1479,                0.69577,                0.95896,             0.00053539,             0.00053539,             0.00053539
                    159,                0.50819,                0.74533,                 0.4497,                0.88636,                0.88245,                0.85712,                0.89143,                0.75546,                0.88682,                0.85602,                0.89273,                0.72658,                0.66313,                  1.147,                0.65944,                0.95703,             0.00053172,             0.00053172,             0.00053172
                    160,                0.49227,                0.73434,                0.44235,                0.88834,                0.88031,                0.83111,                0.88813,                0.75165,                0.88485,                0.83444,                 0.8868,                0.72034,                0.65562,                 1.1418,                0.64847,                0.95602,             0.00052806,             0.00052806,             0.00052806
                    161,                0.50063,                0.74096,                0.44805,                0.88652,                0.87739,                0.84714,                0.88649,                0.75174,                0.87922,                0.85121,                0.88795,                0.71653,                0.64791,                 1.1403,                0.66011,                0.95136,             0.00052439,             0.00052439,             0.00052439
                    162,                0.49008,                0.71657,                 0.4351,                0.88545,                0.87169,                0.84949,                0.89211,                0.75458,                0.89095,                0.83072,                0.89172,                0.71764,                0.64547,                 1.1596,                0.65021,                 0.9581,             0.00052073,             0.00052073,             0.00052073
                    163,                0.49545,                0.73082,                0.42863,                0.89183,                 0.8951,                0.82335,                0.88988,                0.75107,                0.89943,                0.82293,                0.89447,                0.71279,                0.66048,                 1.1405,                0.64746,                0.96083,             0.00051706,             0.00051706,             0.00051706
                    164,                0.48885,                0.70291,                0.42269,                0.88851,                0.88701,                0.82672,                0.88678,                0.74551,                0.87355,                0.83783,                0.88533,                0.71037,                0.66302,                 1.2003,                0.67614,                0.97394,             0.00051339,             0.00051339,             0.00051339
                    165,                0.49996,                0.74542,                0.43854,                0.88915,                0.85915,                0.86749,                0.89158,                0.74978,                0.87195,                0.85085,                0.88885,                0.71899,                0.67555,                 1.1785,                0.66156,                0.97678,             0.00050973,             0.00050973,             0.00050973
                    166,                0.48776,                0.75639,                0.44407,                0.87986,                 0.9017,                0.85103,                0.89735,                 0.7605,                 0.9107,                0.84163,                 0.8935,                0.72882,                0.66306,                 1.1692,                0.63558,                0.96613,             0.00050606,             0.00050606,             0.00050606
                    167,                0.48835,                0.71928,                0.43356,                0.87786,                0.90256,                0.84574,                0.89634,                0.75898,                0.90365,                0.84656,                0.89217,                0.72635,                0.65554,                 1.1954,                0.63311,                0.96068,             0.00050239,             0.00050239,             0.00050239
                    168,                0.48618,                0.72952,                0.42565,                0.88377,                 0.8904,                 0.8468,                0.89439,                0.76516,                0.88935,                0.83962,                0.88706,                0.72639,                  0.655,                 1.1793,                0.65629,                0.95566,             0.00049873,             0.00049873,             0.00049873
                    169,                0.47379,                0.70827,                0.42479,                0.87627,                0.87236,                  0.865,                 0.8962,                0.76309,                0.87027,                0.86229,                0.88938,                0.73392,                0.63888,                 1.1211,                0.63958,                0.94674,             0.00049506,             0.00049506,             0.00049506
                    170,                0.48309,                0.72054,                0.42619,                0.88245,                 0.8911,                0.84425,                0.89305,                0.75172,                0.89003,                0.84479,                0.88962,                0.72202,                0.64805,                 1.1249,                0.65972,                0.95121,              0.0004914,              0.0004914,              0.0004914
                    171,                0.49624,                0.71625,                 0.4391,                0.88304,                0.89531,                0.84697,                0.89183,                 0.7487,                0.89651,                0.84513,                0.88991,                0.72088,                0.66237,                 1.1625,                0.65493,                0.96179,             0.00048773,             0.00048773,             0.00048773
                    172,                0.50182,                0.72462,                0.44067,                0.88717,                0.88169,                0.83923,                0.88871,                0.75167,                0.87428,                0.84087,                0.88569,                0.72052,                0.65712,                 1.1762,                0.66525,                0.95708,             0.00048406,             0.00048406,             0.00048406
                    173,                0.49084,                0.74542,                0.42753,                0.88017,                 0.9092,                0.83466,                0.88305,                0.75174,                0.90971,                0.83144,                0.88211,                0.71644,                0.66634,                 1.2158,                 0.6719,                0.97403,              0.0004804,              0.0004804,              0.0004804
                    174,                0.48038,                0.71342,                0.42756,                0.87882,                0.88981,                0.84062,                0.87452,                0.74134,                0.88915,                0.84089,                0.87562,                0.70579,                0.66583,                 1.2021,                0.68394,                0.97695,             0.00047673,             0.00047673,             0.00047673
                    175,                 0.4773,                0.72497,                 0.4197,                0.87979,                0.89527,                0.85916,                0.89464,                 0.7613,                0.90063,                0.84335,                0.89259,                0.72072,                0.65303,                  1.176,                0.63996,                0.96042,             0.00047306,             0.00047306,             0.00047306
                    176,                0.47262,                0.70833,                 0.4244,                0.87969,                0.90016,                0.86089,                0.89496,                0.76808,                0.90161,                0.85687,                0.89469,                0.73555,                0.63111,                 1.1598,                0.62574,                 0.9461,              0.0004694,              0.0004694,              0.0004694
                    177,                0.47881,                0.71812,                0.42284,                0.87948,                0.90071,                0.84641,                0.89855,                0.76674,                0.89745,                0.84316,                 0.8961,                0.73534,                0.64573,                 1.1423,                0.62757,                0.96316,             0.00046573,             0.00046573,             0.00046573
                    178,                0.48813,                0.73861,                0.43606,                0.88836,                0.88434,                0.84252,                0.89174,                0.75471,                0.88173,                0.84157,                 0.8873,                0.72656,                0.66618,                 1.1477,                0.65172,                0.98247,             0.00046206,             0.00046206,             0.00046206
                    179,                0.47527,                0.70576,                0.41615,                0.87838,                 0.8842,                0.85003,                0.89483,                0.76044,                0.88552,                0.84723,                0.88782,                 0.7231,                0.65465,                 1.1392,                0.63958,                0.97301,              0.0004584,              0.0004584,              0.0004584
                    180,                0.47656,                0.70343,                 0.4056,                0.87621,                0.89756,                0.83418,                0.89336,                0.76332,                0.88688,                0.84683,                0.89019,                0.71947,                0.63473,                 1.1894,                0.63849,                0.94995,             0.00045473,             0.00045473,             0.00045473
                    181,                0.47725,                0.73526,                0.42187,                0.87992,                0.89349,                0.85026,                0.89492,                0.76595,                0.90076,                0.84783,                0.89365,                0.72197,                0.64363,                 1.1939,                0.63589,                0.95981,             0.00045107,             0.00045107,             0.00045107
                    182,                0.48467,                0.73598,                0.42595,                0.88317,                 0.8933,                0.85032,                0.89126,                 0.7624,                0.89537,                 0.8518,                0.88705,                0.72006,                0.63302,                 1.1701,                0.64048,                0.95754,              0.0004474,              0.0004474,              0.0004474
                    183,                0.47881,                0.72795,                0.42193,                0.87686,                0.88929,                0.84758,                0.88959,                0.75613,                0.88812,                0.84594,                 0.8836,                0.71647,                0.64398,                 1.1745,                0.65951,                0.96049,             0.00044373,             0.00044373,             0.00044373
                    184,                0.46274,                0.72697,                0.42183,                0.87705,                0.88306,                0.86152,                0.89427,                0.75986,                 0.8847,                0.86336,                0.89187,                0.72143,                0.63599,                 1.1493,                0.64282,                0.95933,             0.00044007,             0.00044007,             0.00044007
                    185,                0.47649,                0.71938,                0.41926,                0.88511,                0.89674,                0.84843,                0.89849,                0.76193,                0.89603,                0.85136,                0.89351,                0.72004,                0.64251,                 1.1729,                0.64521,                0.95488,              0.0004364,              0.0004364,              0.0004364
                    186,                0.45901,                0.71764,                0.40582,                 0.8751,                0.88463,                0.83877,                0.89098,                0.76308,                0.88941,                0.84406,                0.88832,                0.72325,                0.65337,                  1.194,                0.63901,                0.96101,             0.00043273,             0.00043273,             0.00043273
                    187,                0.46252,                0.70463,                0.42122,                0.87748,                0.90143,                0.84001,                0.89088,                0.76414,                0.90229,                0.84785,                0.89153,                0.72364,                0.65212,                 1.1887,                0.62901,                 0.9644,             0.00042907,             0.00042907,             0.00042907
                    188,                0.46689,                0.68548,                0.40968,                0.87646,                0.85981,                0.85006,                0.88497,                0.76268,                0.86345,                0.85184,                0.88823,                0.72158,                0.64967,                 1.2011,                0.67029,                0.95706,              0.0004254,              0.0004254,              0.0004254
                    189,                0.47366,                0.70391,                0.41788,                0.87898,                0.89335,                0.83847,                0.88534,                0.76364,                0.88846,                0.83402,                0.88523,                0.71934,                0.63079,                 1.1755,                0.66895,                0.95293,             0.00042174,             0.00042174,             0.00042174
                    190,                0.46227,                0.69623,                0.41553,                0.87572,                0.89889,                0.83378,                0.88539,                0.75676,                0.89722,                0.83425,                0.88441,                0.71882,                0.62528,                 1.2126,                0.66539,                0.95762,             0.00041807,             0.00041807,             0.00041807
                    191,                0.46181,                0.71794,                 0.4174,                 0.8749,                0.88118,                 0.8358,                0.88257,                0.75327,                 0.8804,                0.83466,                0.88008,                0.71504,                0.62801,                 1.2065,                0.66876,                0.96115,              0.0004144,              0.0004144,              0.0004144
                    192,                0.46329,                0.70993,                 0.4103,                0.87616,                0.86771,                 0.8435,                0.88589,                 0.7605,                0.87543,                0.83592,                 0.8855,                0.72284,                0.63346,                 1.1633,                0.65134,                0.95804,             0.00041074,             0.00041074,             0.00041074
                    193,                0.47057,                0.69171,                0.41993,                 0.8723,                0.86957,                 0.8455,                0.88846,                0.75899,                0.87019,                0.84902,                0.88731,                0.72536,                0.63817,                 1.1642,                0.64403,                0.96519,             0.00040707,             0.00040707,             0.00040707
                    194,                0.47333,                0.71045,                0.42218,                0.87829,                0.88561,                0.83633,                 0.8837,                0.75481,                0.86867,                0.85905,                0.88265,                0.71854,                0.63718,                 1.1448,                0.65021,                0.95974,              0.0004034,              0.0004034,              0.0004034
                    195,                  0.461,                0.68746,                0.40561,                0.87622,                0.88409,                0.85562,                0.88797,                0.76179,                0.88636,                0.85773,                0.88704,                0.72658,                0.62991,                 1.1446,                0.64189,                 0.9517,             0.00039974,             0.00039974,             0.00039974
                    196,                0.46183,                0.69524,                0.40863,                 0.8773,                0.89519,                0.84416,                0.90164,                0.77287,                0.89624,                0.84699,                0.90132,                0.74166,                0.62511,                 1.1263,                0.62742,                0.93924,             0.00039607,             0.00039607,             0.00039607
                    197,                0.46014,                0.69003,                0.39734,                0.87223,                0.88708,                0.83612,                  0.902,                0.77382,                0.88386,                0.84787,                0.89786,                0.73216,                0.62255,                 1.1046,                0.64606,                0.93903,             0.00039241,             0.00039241,             0.00039241
                    198,                0.46209,                0.67666,                0.40381,                0.87537,                0.88169,                0.85597,                0.89516,                0.77389,                0.87746,                0.85235,                0.89442,                0.73565,                0.62423,                  1.143,                0.64808,                0.94572,             0.00038874,             0.00038874,             0.00038874
                    199,                0.46271,                0.70192,                0.40169,                0.87846,                 0.8845,                0.84356,                0.89306,                0.76796,                0.88966,                0.83741,                0.88738,                 0.7329,                0.63424,                  1.155,                0.65198,                0.95627,             0.00038507,             0.00038507,             0.00038507
                    200,                0.46586,                0.68096,                  0.401,                0.87927,                0.87601,                0.83211,                0.89775,                0.76921,                0.87734,                0.83645,                0.89319,                0.73112,                 0.6419,                 1.1557,                0.63396,                 0.9574,             0.00038141,             0.00038141,             0.00038141
                    201,                0.45826,                0.70505,                0.40009,                0.87181,                0.88613,                0.85734,                0.89794,                0.76855,                0.87876,                0.85831,                0.89511,                0.73242,                0.63926,                  1.186,                0.61547,                 0.9587,             0.00037774,             0.00037774,             0.00037774
                    202,                0.46519,                0.69169,                0.40713,                0.87468,                0.86349,                0.86451,                0.89186,                0.76299,                0.86475,                0.86783,                0.89246,                 0.7249,                0.63621,                 1.1547,                 0.6332,                0.95655,             0.00037407,             0.00037407,             0.00037407
                    203,                0.44928,                0.66667,                0.39741,                0.86838,                0.88283,                0.85344,                0.90014,                0.77025,                0.88121,                0.85186,                0.89719,                0.73101,                0.62717,                 1.1536,                0.62618,                0.94821,             0.00037041,             0.00037041,             0.00037041
                    204,                0.46301,                 0.6772,                0.40094,                0.87872,                 0.8695,                0.86118,                0.90125,                0.77457,                0.86737,                0.85556,                 0.8996,                0.73322,                0.62057,                 1.1952,                0.63241,                0.95359,             0.00036674,             0.00036674,             0.00036674
                    205,                0.45933,                0.69139,                0.40235,                0.87835,                0.86589,                0.85622,                0.89648,                0.76744,                0.86438,                0.85399,                0.89491,                0.72738,                0.62992,                 1.2161,                0.63651,                0.96716,             0.00036307,             0.00036307,             0.00036307
                    206,                0.45952,                0.69451,                0.39867,                0.87697,                0.88865,                0.84911,                0.89128,                0.76813,                0.89392,                0.85407,                0.89441,                0.72607,                0.63992,                 1.1725,                 0.6327,                0.95904,             0.00035941,             0.00035941,             0.00035941
                    207,                0.46473,                0.70541,                0.40438,                0.87861,                0.88515,                0.85471,                0.89435,                 0.7712,                 0.9043,                0.84589,                0.89462,                0.73097,                0.62278,                 1.1722,                0.61799,                0.94568,             0.00035574,             0.00035574,             0.00035574
                    208,                0.45721,                0.68478,                0.39226,                0.87467,                0.88461,                0.84725,                0.88949,                0.75925,                 0.8869,                0.84856,                0.88797,                0.72371,                0.63021,                 1.1935,                0.63061,                0.96522,             0.00035208,             0.00035208,             0.00035208
                    209,                0.44791,                0.67094,                0.39494,                0.86971,                0.88444,                0.85376,                0.88766,                0.75531,                0.88318,                 0.8528,                0.88708,                  0.721,                0.64131,                  1.185,                0.65441,                0.96506,             0.00034841,             0.00034841,             0.00034841
                    210,                0.45512,                0.69918,                0.39539,                 0.8707,                0.88384,                0.84998,                0.89021,                0.76183,                 0.8838,                0.85185,                0.88963,                0.72497,                 0.6248,                 1.1942,                0.62713,                0.95031,             0.00034474,             0.00034474,             0.00034474
                    211,                0.45517,                0.69487,                 0.3933,                0.87127,                0.86814,                0.85383,                0.88903,                0.76658,                0.87675,                0.85141,                0.88815,                0.72934,                0.61649,                 1.2109,                0.61021,                0.94901,             0.00034108,             0.00034108,             0.00034108
                    212,                 0.4524,                0.68413,                0.39666,                0.87563,                0.87565,                0.84852,                0.88507,                0.76507,                0.87829,                0.85007,                0.88608,                 0.7266,                0.61304,                 1.2221,                0.61312,                0.94573,             0.00033741,             0.00033741,             0.00033741
                    213,                0.44942,                0.67787,                0.39164,                0.86925,                0.88169,                 0.8493,                0.88466,                0.76489,                0.88908,                0.85663,                 0.8859,                0.72317,                0.61129,                 1.2249,                0.61329,                0.94728,             0.00033374,             0.00033374,             0.00033374
                    214,                0.44462,                0.66736,                0.38862,                0.86975,                0.90262,                0.83621,                0.88791,                 0.7706,                0.90887,                0.84262,                0.88837,                0.72387,                0.61163,                 1.1856,                0.62226,                0.94272,             0.00033008,             0.00033008,             0.00033008
                    215,                0.44941,                0.69089,                 0.3814,                 0.8701,                0.88154,                0.85448,                0.89541,                0.77579,                0.88575,                0.85845,                0.89661,                 0.7411,                0.61373,                 1.1768,                0.63139,                0.94327,             0.00032641,             0.00032641,             0.00032641
                    216,                0.44664,                0.67945,                0.37817,                 0.8669,                 0.8838,                0.85718,                 0.8916,                0.77086,                 0.8897,                0.86277,                0.89801,                0.74111,                0.62563,                 1.2023,                0.63413,                0.95213,             0.00032275,             0.00032275,             0.00032275
